scenario_id,profile,complexity,uncertainty,time_pressure,n_claims,n_coas
5495,anti_uav,4,0.801683,0.240346,43,5
5496,humanitarian_c2,5,0.757273,0.464502,56,4
5497,humanitarian_c2,3,0.486010,0.718176,40,4
5498,conflict_event,9,0.506734,0.741396,79,4
5499,humanitarian_c2,3,0.351349,0.242534,45,3
5500,anti_uav,7,0.574078,0.805096,65,5
5501,humanitarian_c2,4,0.805369,0.396185,53,4
5502,conflict_event,8,0.635295,0.305122,67,4
5503,anti_uav,7,0.881506,0.719487,63,3
5504,conflict_event,9,0.457625,0.702860,77,4
5505,anti_uav,4,0.735452,0.627383,52,3
5506,conflict_event,9,0.474726,0.466306,75,4
5507,conflict_event,5,0.786544,0.755747,50,3
5508,humanitarian_c2,7,0.555740,0.345325,69,5
5509,conflict_event,8,0.721119,0.609266,70,4
5510,anti_uav,6,0.868713,0.412379,57,5
5511,conflict_event,7,0.607218,0.470591,66,3
5512,humanitarian_c2,4,0.694209,0.223198,44,3
5513,conflict_event,4,0.732193,0.801711,49,3
5514,anti_uav,4,0.806099,0.702044,45,3
5515,humanitarian_c2,5,0.522384,0.498470,51,4
5516,conflict_event,6,0.533652,0.260431,65,5
5517,anti_uav,5,0.480677,0.632125,55,3
5518,anti_uav,8,0.578931,0.252015,77,4
5519,anti_uav,4,0.575139,0.610171,49,3
5520,anti_uav,5,0.768311,0.250885,57,3
5521,conflict_event,5,0.895595,0.795511,48,3
5522,conflict_event,5,0.499235,0.369999,52,5
5523,conflict_event,8,0.713742,0.696367,76,4
5524,humanitarian_c2,8,0.612680,0.586253,66,4
5525,anti_uav,5,0.834077,0.526920,53,5
5526,anti_uav,9,0.623831,0.417366,80,5
5527,humanitarian_c2,5,0.740229,0.571011,49,4
5528,conflict_event,7,0.572896,0.273353,65,4
5529,conflict_event,6,0.500104,0.656433,59,4
5530,humanitarian_c2,7,0.360564,0.556231,63,5
5531,humanitarian_c2,3,0.611954,0.349849,40,5
5532,conflict_event,8,0.717722,0.690836,72,3
5533,humanitarian_c2,8,0.366024,0.549800,68,4
5534,anti_uav,7,0.740857,0.807828,61,4
5535,anti_uav,9,0.471379,0.734502,77,3
5536,conflict_event,5,0.872321,0.617229,51,3
5537,conflict_event,7,0.473532,0.621277,71,4
5538,conflict_event,5,0.415888,0.453923,55,3
5539,conflict_event,5,0.911464,0.343423,56,3
5540,anti_uav,4,0.442081,0.575476,53,4
5541,conflict_event,7,0.417167,0.389829,62,4
5542,conflict_event,5,0.895502,0.279911,53,3
5543,conflict_event,6,0.695590,0.288764,61,4
5544,anti_uav,4,0.429292,0.757450,43,4
5545,conflict_event,9,0.580206,0.806827,77,5
5546,humanitarian_c2,7,0.826553,0.425290,60,3
5547,humanitarian_c2,4,0.748181,0.399705,53,3
5548,conflict_event,7,0.555413,0.389967,61,5
5549,humanitarian_c2,5,0.598719,0.501301,54,4
5550,conflict_event,8,0.430780,0.537701,75,3
5551,conflict_event,7,0.549846,0.813341,69,4
5552,conflict_event,8,0.615444,0.625317,73,3
5553,humanitarian_c2,6,0.571054,0.733667,55,5
5554,humanitarian_c2,4,0.795475,0.573410,45,4
5555,humanitarian_c2,4,0.526410,0.765142,49,5
5556,anti_uav,8,0.859460,0.634835,68,3
5557,conflict_event,5,0.473108,0.512151,49,3
5558,anti_uav,5,0.517796,0.253926,57,5
5559,anti_uav,8,0.361511,0.637277,74,3
5560,conflict_event,6,0.919296,0.349221,63,5
5561,conflict_event,4,0.400825,0.631516,44,3
5562,conflict_event,9,0.849542,0.436790,80,5
5563,anti_uav,5,0.403297,0.468505,50,5
5564,anti_uav,9,0.393452,0.622298,83,3
5565,anti_uav,7,0.410051,0.428205,61,5
5566,humanitarian_c2,7,0.310209,0.541588,67,4
5567,anti_uav,4,0.738355,0.226793,49,5
5568,conflict_event,7,0.721201,0.266860,68,3
5569,anti_uav,7,0.536455,0.304388,68,4
5570,anti_uav,6,0.621105,0.242004,58,5
5571,anti_uav,9,0.569448,0.352420,73,5
5572,conflict_event,4,0.402450,0.485492,46,3
5573,humanitarian_c2,5,0.704613,0.675316,49,3
5574,humanitarian_c2,4,0.731288,0.571499,48,3
5575,anti_uav,5,0.811170,0.273306,56,5
5576,humanitarian_c2,3,0.568130,0.286146,42,3
5577,conflict_event,6,0.696096,0.469776,54,3
5578,humanitarian_c2,3,0.785105,0.444397,42,4
5579,anti_uav,9,0.491476,0.306117,81,4
5580,anti_uav,4,0.780915,0.320944,42,4
5581,anti_uav,7,0.663759,0.794595,70,3
5582,anti_uav,4,0.663571,0.791172,45,5
5583,conflict_event,8,0.590192,0.645824,68,4
5584,anti_uav,6,0.396260,0.421997,54,4
5585,humanitarian_c2,8,0.471925,0.482857,76,5
5586,anti_uav,7,0.425096,0.372503,62,5
5587,anti_uav,7,0.517499,0.312521,67,3
5588,humanitarian_c2,5,0.580059,0.641286,52,5
5589,conflict_event,8,0.597496,0.260324,74,3
5590,anti_uav,5,0.872013,0.735143,51,3
5591,anti_uav,8,0.726691,0.657556,71,3
5592,conflict_event,8,0.813243,0.669706,68,3
5593,anti_uav,8,0.374155,0.214248,77,5
5594,anti_uav,7,0.586807,0.381014,64,3
5595,anti_uav,4,0.502980,0.767948,42,5
5596,humanitarian_c2,8,0.498683,0.747007,76,3
5597,anti_uav,4,0.477334,0.205124,52,5
5598,anti_uav,7,0.580079,0.558084,63,4
5599,anti_uav,9,0.508905,0.362613,76,5
5600,humanitarian_c2,5,0.381126,0.700136,54,3
5601,humanitarian_c2,6,0.526018,0.567108,59,5
5602,anti_uav,5,0.455483,0.762006,48,5
5603,anti_uav,8,0.871181,0.439300,70,5
5604,conflict_event,9,0.829824,0.590705,78,3
5605,humanitarian_c2,7,0.457818,0.337151,66,4
5606,conflict_event,8,0.511383,0.571868,73,4
5607,humanitarian_c2,3,0.526908,0.618941,43,4
5608,conflict_event,8,0.839993,0.698859,70,4
5609,anti_uav,7,0.894772,0.423524,67,4
5610,humanitarian_c2,6,0.621276,0.425925,65,3
5611,anti_uav,7,0.903720,0.678955,68,3
5612,anti_uav,6,0.815054,0.519628,54,5
5613,humanitarian_c2,3,0.376078,0.297394,38,3
5614,anti_uav,6,0.747953,0.567200,60,5
5615,conflict_event,5,0.545158,0.631970,52,4
5616,conflict_event,8,0.747538,0.449090,71,4
5617,humanitarian_c2,5,0.717533,0.573156,48,3
5618,conflict_event,8,0.607837,0.563358,68,5
5619,anti_uav,7,0.687488,0.771020,71,4
5620,humanitarian_c2,8,0.750314,0.631636,68,5
5621,humanitarian_c2,8,0.446744,0.446981,70,3
5622,conflict_event,6,0.902847,0.539950,63,4
5623,conflict_event,9,0.694129,0.235462,75,5
5624,conflict_event,6,0.900266,0.594927,65,5
5625,humanitarian_c2,5,0.302666,0.403454,57,4
5626,conflict_event,8,0.558416,0.517418,66,4
5627,anti_uav,9,0.816985,0.204917,72,5
5628,humanitarian_c2,6,0.648803,0.674519,65,5
5629,humanitarian_c2,5,0.637578,0.352153,50,5
5630,humanitarian_c2,4,0.320082,0.802101,53,3
5631,humanitarian_c2,5,0.476481,0.785049,59,4
5632,humanitarian_c2,7,0.393014,0.430570,63,4
5633,humanitarian_c2,8,0.322598,0.692799,75,5
5634,humanitarian_c2,7,0.784943,0.263961,66,5
5635,humanitarian_c2,7,0.433009,0.621797,71,5
5636,anti_uav,4,0.891824,0.799910,53,3
5637,anti_uav,9,0.750151,0.202699,74,3
5638,anti_uav,9,0.413685,0.557465,72,3
5639,anti_uav,8,0.381956,0.239805,73,5
5640,humanitarian_c2,3,0.656126,0.203126,41,5
5641,conflict_event,7,0.634472,0.683131,69,5
5642,humanitarian_c2,6,0.745595,0.816895,56,4
5643,humanitarian_c2,3,0.388862,0.781446,46,3
5644,humanitarian_c2,4,0.829225,0.451569,43,3
5645,humanitarian_c2,4,0.662874,0.307937,45,3
5646,conflict_event,9,0.665761,0.607123,83,5
5647,conflict_event,6,0.845714,0.244906,54,3
5648,humanitarian_c2,3,0.436374,0.620511,36,4
5649,humanitarian_c2,8,0.322889,0.217802,77,5
5650,conflict_event,7,0.818671,0.782725,62,3
5651,humanitarian_c2,5,0.433049,0.232101,59,3
5652,humanitarian_c2,3,0.667341,0.356304,37,5
5653,conflict_event,7,0.778603,0.811461,62,4
5654,anti_uav,6,0.505533,0.476189,65,5
5655,anti_uav,6,0.612151,0.502200,54,4
5656,anti_uav,9,0.406365,0.228007,79,4
5657,humanitarian_c2,4,0.812918,0.692925,47,5
5658,conflict_event,7,0.771966,0.491384,64,3
5659,anti_uav,6,0.860605,0.269644,64,3
5660,humanitarian_c2,4,0.447297,0.301875,53,5
5661,anti_uav,8,0.486107,0.588195,72,5
5662,conflict_event,5,0.621569,0.545225,54,3
5663,conflict_event,6,0.712321,0.451122,56,5
5664,humanitarian_c2,6,0.444151,0.566994,61,4
5665,conflict_event,8,0.802769,0.606620,67,5
5666,anti_uav,9,0.831563,0.770495,78,5
5667,anti_uav,8,0.805397,0.492547,75,4
5668,anti_uav,4,0.678105,0.215766,48,5
5669,humanitarian_c2,5,0.729230,0.564637,56,5
5670,conflict_event,7,0.795226,0.584373,71,3
5671,anti_uav,9,0.488769,0.513314,75,4
5672,anti_uav,4,0.704061,0.723522,43,4
5673,humanitarian_c2,4,0.327126,0.487724,51,5
5674,anti_uav,9,0.791894,0.236816,79,5
5675,anti_uav,7,0.578348,0.677205,63,3
5676,humanitarian_c2,7,0.541433,0.705272,65,5
5677,conflict_event,6,0.456089,0.337098,61,5
5678,anti_uav,4,0.844180,0.753103,45,5
5679,anti_uav,4,0.592694,0.764199,45,3
5680,conflict_event,9,0.898398,0.256758,80,5
5681,anti_uav,9,0.866773,0.392954,72,5
5682,conflict_event,7,0.566138,0.359752,64,5
5683,humanitarian_c2,7,0.293888,0.652334,71,3
5684,conflict_event,8,0.739550,0.228078,77,3
5685,conflict_event,6,0.861506,0.452248,64,3
5686,humanitarian_c2,3,0.527363,0.290652,40,3
5687,conflict_event,8,0.536181,0.400170,70,4
5688,anti_uav,8,0.519436,0.766225,71,4
5689,conflict_event,5,0.866618,0.479466,55,3
5690,humanitarian_c2,3,0.605022,0.505864,37,3
5691,anti_uav,6,0.386975,0.405233,60,3
5692,conflict_event,5,0.658983,0.434921,56,4
5693,conflict_event,7,0.420852,0.241109,69,5
5694,humanitarian_c2,8,0.504339,0.314660,69,3
5695,humanitarian_c2,8,0.690333,0.638491,73,3
5696,anti_uav,8,0.377547,0.285363,75,5
5697,anti_uav,6,0.766549,0.470474,61,5
5698,conflict_event,4,0.910424,0.230488,42,3
5699,anti_uav,7,0.421379,0.604799,62,5
5700,conflict_event,8,0.685986,0.329185,73,4
5701,humanitarian_c2,8,0.794135,0.269817,66,5
5702,humanitarian_c2,3,0.796275,0.559674,36,5
5703,anti_uav,4,0.498079,0.736503,51,4
5704,conflict_event,7,0.615354,0.441627,68,4
5705,anti_uav,6,0.559307,0.455168,59,5
5706,conflict_event,6,0.792466,0.710755,55,3
5707,anti_uav,7,0.707343,0.681605,60,4
5708,anti_uav,9,0.396410,0.404839,82,3
5709,humanitarian_c2,3,0.436317,0.254132,40,5
5710,anti_uav,6,0.521870,0.305011,64,4
5711,anti_uav,6,0.727967,0.759755,59,5
5712,humanitarian_c2,3,0.427182,0.209708,44,4
5713,conflict_event,8,0.404778,0.769669,73,4
5714,anti_uav,8,0.577937,0.646689,76,5
5715,humanitarian_c2,4,0.516865,0.226582,51,5
5716,anti_uav,5,0.707398,0.589061,50,3
5717,conflict_event,7,0.699896,0.271480,69,3
5718,humanitarian_c2,6,0.618635,0.225214,65,3
5719,anti_uav,5,0.688787,0.259025,48,5
5720,anti_uav,6,0.866288,0.579801,55,3
5721,humanitarian_c2,5,0.707590,0.306438,52,3
5722,conflict_event,7,0.656076,0.673623,64,3
5723,conflict_event,8,0.890441,0.611024,70,4
5724,humanitarian_c2,5,0.652769,0.389404,51,3
5725,conflict_event,5,0.715974,0.709542,53,4
5726,anti_uav,6,0.407430,0.593020,61,4
5727,humanitarian_c2,8,0.412378,0.651586,70,4
5728,conflict_event,9,0.829286,0.811280,78,5
5729,anti_uav,8,0.408643,0.757513,66,3
5730,humanitarian_c2,4,0.558118,0.649320,50,3
5731,conflict_event,4,0.813425,0.574043,49,5
5732,humanitarian_c2,7,0.689504,0.365003,66,5
5733,conflict_event,7,0.899016,0.219051,61,5
5734,conflict_event,9,0.750954,0.297725,76,5
5735,humanitarian_c2,7,0.431322,0.632290,66,3
5736,anti_uav,7,0.851162,0.236014,67,4
5737,humanitarian_c2,7,0.532412,0.678497,61,3
5738,humanitarian_c2,6,0.315747,0.516713,63,3
5739,conflict_event,6,0.799099,0.505296,54,4
5740,anti_uav,9,0.840043,0.770176,82,3
5741,conflict_event,7,0.854395,0.747569,61,3
5742,anti_uav,6,0.723477,0.524310,55,3
5743,conflict_event,6,0.661447,0.791189,62,3
5744,anti_uav,9,0.496295,0.779854,76,4
5745,humanitarian_c2,5,0.590220,0.567090,51,4
5746,humanitarian_c2,7,0.657774,0.429223,62,5
5747,humanitarian_c2,8,0.688340,0.326490,67,4
5748,anti_uav,5,0.510246,0.598883,52,4
5749,humanitarian_c2,8,0.422475,0.580859,70,5
5750,anti_uav,5,0.651876,0.558910,48,3
5751,conflict_event,8,0.582842,0.220167,74,4
5752,conflict_event,9,0.834189,0.388094,77,5
5753,conflict_event,9,0.702355,0.708971,80,5
5754,conflict_event,4,0.804994,0.819424,42,4
5755,conflict_event,4,0.893370,0.599117,44,5
5756,conflict_event,4,0.896967,0.225264,47,4
5757,conflict_event,9,0.684050,0.809557,77,4
5758,humanitarian_c2,5,0.597710,0.548578,51,3
5759,conflict_event,5,0.613860,0.683538,54,3
5760,humanitarian_c2,4,0.410410,0.732398,46,4
5761,conflict_event,4,0.913342,0.747770,44,3
5762,humanitarian_c2,8,0.485832,0.624746,66,4
5763,humanitarian_c2,8,0.796904,0.522264,77,3
5764,humanitarian_c2,6,0.586539,0.403648,59,3
5765,anti_uav,6,0.381317,0.471407,61,4
5766,conflict_event,6,0.926242,0.712592,63,5
5767,anti_uav,6,0.375502,0.403174,63,4
5768,conflict_event,4,0.795893,0.650993,42,4
5769,humanitarian_c2,6,0.803072,0.456881,65,5
5770,humanitarian_c2,8,0.490191,0.417648,71,5
5771,anti_uav,4,0.366671,0.602476,46,4
5772,conflict_event,6,0.472488,0.342200,54,5
5773,conflict_event,5,0.924513,0.294014,49,5
5774,conflict_event,6,0.896282,0.690866,54,4
5775,anti_uav,5,0.457044,0.252157,56,5
5776,conflict_event,8,0.904986,0.656323,69,5
5777,humanitarian_c2,5,0.727692,0.314299,48,5
5778,anti_uav,9,0.749124,0.419781,81,5
5779,anti_uav,7,0.570452,0.462537,61,3
5780,anti_uav,8,0.479952,0.736611,73,4
5781,conflict_event,9,0.533885,0.384074,78,3
5782,humanitarian_c2,6,0.440854,0.340112,57,5
5783,conflict_event,9,0.905307,0.216564,78,4
5784,humanitarian_c2,7,0.644141,0.703782,65,3
5785,humanitarian_c2,8,0.708262,0.545475,68,3
5786,conflict_event,4,0.549019,0.535992,48,4
5787,conflict_event,8,0.609886,0.220127,74,4
5788,humanitarian_c2,3,0.565421,0.258916,38,3
5789,humanitarian_c2,3,0.679182,0.278974,40,3
5790,humanitarian_c2,7,0.365660,0.692037,60,3
5791,humanitarian_c2,4,0.512498,0.577323,49,4
5792,anti_uav,9,0.448778,0.711213,72,5
5793,conflict_event,9,0.614795,0.742204,73,5
5794,humanitarian_c2,6,0.782335,0.632503,62,5
5795,humanitarian_c2,8,0.570457,0.767951,68,5
5796,conflict_event,8,0.715921,0.777533,68,5
5797,humanitarian_c2,3,0.412565,0.518092,37,4
5798,humanitarian_c2,5,0.519830,0.708461,55,3
5799,humanitarian_c2,7,0.828454,0.454862,60,5
5800,humanitarian_c2,6,0.622518,0.657586,59,5
5801,conflict_event,7,0.594166,0.439327,62,4
5802,humanitarian_c2,3,0.754781,0.750549,42,3
5803,anti_uav,7,0.585514,0.480098,60,3
5804,humanitarian_c2,5,0.471602,0.440075,50,5
5805,humanitarian_c2,4,0.617450,0.772809,53,3
5806,humanitarian_c2,7,0.708651,0.419385,69,3
5807,humanitarian_c2,5,0.730696,0.290667,51,4
5808,conflict_event,6,0.889529,0.416833,61,4
5809,anti_uav,7,0.693977,0.601073,69,4
5810,anti_uav,7,0.694595,0.407806,64,4
5811,conflict_event,7,0.912359,0.566952,64,3
5812,conflict_event,8,0.486747,0.213725,73,3
5813,humanitarian_c2,4,0.818549,0.557375,50,3
5814,humanitarian_c2,5,0.550391,0.795007,51,3
5815,humanitarian_c2,8,0.605013,0.611347,75,4
5816,humanitarian_c2,4,0.818169,0.813459,46,4
5817,anti_uav,9,0.373546,0.293863,79,3
5818,humanitarian_c2,3,0.449997,0.422235,38,4
5819,anti_uav,9,0.379824,0.812990,75,3
5820,humanitarian_c2,7,0.584188,0.786286,60,5
5821,humanitarian_c2,6,0.711730,0.226447,61,3
5822,anti_uav,5,0.397284,0.384424,58,3
5823,anti_uav,8,0.622704,0.609076,76,5
5824,conflict_event,4,0.611833,0.379176,47,3
5825,conflict_event,5,0.731489,0.380640,59,5
5826,conflict_event,7,0.838448,0.818537,66,3
5827,anti_uav,8,0.800975,0.345698,74,5
5828,humanitarian_c2,5,0.321166,0.643017,54,5
5829,anti_uav,5,0.438122,0.325457,56,5
5830,humanitarian_c2,8,0.604856,0.389788,77,3
5831,anti_uav,7,0.825951,0.512011,71,4
5832,conflict_event,5,0.883783,0.582638,58,3
5833,anti_uav,5,0.520199,0.222634,54,4
5834,conflict_event,4,0.649571,0.367622,51,5
5835,humanitarian_c2,4,0.364990,0.349278,47,4
5836,anti_uav,9,0.765330,0.787783,77,4
5837,humanitarian_c2,7,0.524355,0.782558,65,3
5838,anti_uav,8,0.459934,0.640518,71,5
5839,anti_uav,8,0.844060,0.414275,66,4
5840,humanitarian_c2,8,0.496526,0.387536,69,5
5841,conflict_event,8,0.553336,0.327667,66,3
5842,conflict_event,9,0.478206,0.784491,80,3
5843,anti_uav,4,0.870109,0.678409,49,5
5844,humanitarian_c2,4,0.712058,0.536797,53,5
5845,anti_uav,9,0.559984,0.593902,72,3
5846,anti_uav,9,0.686607,0.769720,83,4
5847,anti_uav,7,0.723335,0.246403,60,3
5848,anti_uav,7,0.495878,0.675482,62,4
5849,humanitarian_c2,8,0.749164,0.810545,72,5
5850,humanitarian_c2,8,0.701829,0.702609,75,5
5851,anti_uav,6,0.363531,0.347161,59,3
5852,anti_uav,5,0.746513,0.719112,52,3
5853,humanitarian_c2,3,0.552721,0.608115,47,5
5854,humanitarian_c2,3,0.733465,0.657898,42,5
5855,anti_uav,8,0.544169,0.214479,71,5
5856,conflict_event,7,0.557049,0.697919,62,4
5857,humanitarian_c2,3,0.826852,0.496981,42,4
5858,anti_uav,8,0.448524,0.555332,70,3
5859,humanitarian_c2,4,0.645984,0.709762,43,4
5860,conflict_event,4,0.673518,0.323359,43,4
5861,humanitarian_c2,6,0.495210,0.498834,62,4
5862,anti_uav,8,0.401802,0.713272,77,3
5863,humanitarian_c2,4,0.316042,0.805103,48,3
5864,anti_uav,6,0.660409,0.289243,61,4
5865,conflict_event,4,0.735007,0.203210,45,5
5866,humanitarian_c2,5,0.352374,0.547773,48,4
5867,conflict_event,7,0.550259,0.703995,68,4
5868,anti_uav,4,0.502555,0.475246,53,4
5869,anti_uav,9,0.697360,0.549713,73,4
5870,anti_uav,5,0.425608,0.606493,55,5
5871,conflict_event,8,0.813881,0.538925,67,3
5872,humanitarian_c2,4,0.539346,0.722451,42,5
5873,conflict_event,8,0.591352,0.698576,73,4
5874,conflict_event,9,0.797061,0.800384,82,5
5875,conflict_event,4,0.421158,0.521963,45,5
5876,humanitarian_c2,8,0.564463,0.342529,71,4
5877,humanitarian_c2,6,0.556953,0.367543,58,5
5878,conflict_event,9,0.779676,0.318427,76,4
5879,conflict_event,6,0.611888,0.625911,62,5
5880,anti_uav,6,0.412740,0.534092,60,4
5881,anti_uav,5,0.369033,0.237771,48,3
5882,conflict_event,4,0.697198,0.372305,44,4
5883,conflict_event,7,0.913074,0.463158,64,4
5884,humanitarian_c2,5,0.548858,0.787587,48,3
5885,humanitarian_c2,6,0.367694,0.477817,56,3
5886,humanitarian_c2,4,0.381836,0.279276,44,4
5887,anti_uav,4,0.368865,0.705910,42,5
5888,humanitarian_c2,7,0.357080,0.305769,71,4
5889,conflict_event,4,0.559013,0.327841,47,5
5890,humanitarian_c2,5,0.344437,0.637304,52,4
5891,anti_uav,5,0.463454,0.360229,50,3
5892,conflict_event,6,0.879718,0.667724,57,4
5893,humanitarian_c2,5,0.590699,0.274767,56,5
5894,anti_uav,8,0.842713,0.666890,75,4
5895,anti_uav,5,0.541212,0.528870,50,4
5896,humanitarian_c2,3,0.414236,0.778278,42,3
5897,humanitarian_c2,3,0.600017,0.206014,38,4
5898,humanitarian_c2,5,0.442609,0.719359,54,5
5899,humanitarian_c2,8,0.447373,0.651704,75,3
5900,humanitarian_c2,8,0.823756,0.602819,74,4
5901,humanitarian_c2,4,0.333781,0.570715,46,4
5902,humanitarian_c2,7,0.600312,0.773132,63,5
5903,conflict_event,6,0.493491,0.789142,61,5
5904,humanitarian_c2,5,0.306812,0.250169,48,3
5905,conflict_event,5,0.541522,0.267899,54,4
5906,humanitarian_c2,4,0.393386,0.462370,45,4
5907,humanitarian_c2,3,0.826801,0.364559,47,5
5908,anti_uav,8,0.858682,0.758321,73,3
5909,conflict_event,8,0.516198,0.637186,72,4
5910,anti_uav,9,0.393144,0.571269,72,3
5911,conflict_event,4,0.874632,0.691325,53,3
5912,anti_uav,9,0.630284,0.357461,77,4
5913,humanitarian_c2,7,0.419513,0.694649,69,3
5914,conflict_event,9,0.946132,0.565177,78,3
5915,conflict_event,5,0.554633,0.425215,59,3
5916,conflict_event,6,0.883152,0.817917,58,5
5917,humanitarian_c2,4,0.801243,0.266572,47,3
5918,conflict_event,4,0.406870,0.331863,51,5
5919,humanitarian_c2,5,0.778312,0.773190,54,5
5920,humanitarian_c2,8,0.515145,0.432500,77,4
5921,anti_uav,7,0.869553,0.723237,69,4
5922,anti_uav,7,0.890338,0.624664,63,3
5923,anti_uav,6,0.464337,0.453344,54,3
5924,anti_uav,9,0.413026,0.314693,78,3
5925,humanitarian_c2,5,0.811692,0.816422,49,4
5926,anti_uav,5,0.818595,0.587423,57,4
5927,humanitarian_c2,3,0.413077,0.811023,43,5
5928,anti_uav,6,0.447464,0.632813,55,5
5929,conflict_event,8,0.547819,0.410632,73,3
5930,conflict_event,5,0.825938,0.481771,58,3
5931,conflict_event,9,0.531528,0.627499,81,5
5932,humanitarian_c2,4,0.627772,0.688095,50,5
5933,humanitarian_c2,7,0.571965,0.788324,62,3
5934,humanitarian_c2,7,0.493419,0.274492,64,5
5935,anti_uav,9,0.838791,0.246544,83,3
5936,humanitarian_c2,8,0.293237,0.588377,76,5
5937,anti_uav,8,0.554473,0.772038,70,3
5938,humanitarian_c2,3,0.621044,0.297743,45,3
5939,conflict_event,4,0.833578,0.442808,46,3
5940,anti_uav,9,0.769646,0.467771,80,3
5941,humanitarian_c2,6,0.680647,0.575380,54,5
5942,anti_uav,9,0.594062,0.348106,77,5
5943,conflict_event,7,0.715641,0.473687,66,4
5944,humanitarian_c2,8,0.347545,0.688142,76,5
5945,humanitarian_c2,3,0.772777,0.576223,37,4
5946,anti_uav,7,0.737024,0.623936,60,4
5947,anti_uav,9,0.487732,0.579301,78,3
5948,humanitarian_c2,7,0.699319,0.541104,65,4
5949,anti_uav,6,0.470532,0.476702,65,4
5950,conflict_event,4,0.949097,0.498251,45,5
5951,anti_uav,8,0.669512,0.253897,66,3
5952,anti_uav,5,0.483476,0.789434,54,4
5953,anti_uav,9,0.534534,0.374137,78,4
5954,anti_uav,5,0.462283,0.327267,58,4
5955,conflict_event,8,0.546474,0.717632,69,5
5956,humanitarian_c2,7,0.387488,0.426480,71,4
5957,conflict_event,4,0.490632,0.522138,47,5
5958,anti_uav,6,0.722261,0.729558,54,5
5959,humanitarian_c2,3,0.694335,0.381014,47,3
5960,humanitarian_c2,7,0.680021,0.414229,65,4
5961,conflict_event,6,0.818723,0.552588,54,5
5962,anti_uav,5,0.400553,0.428730,56,5
5963,humanitarian_c2,3,0.536517,0.576082,39,5
5964,anti_uav,9,0.492428,0.438597,76,3
5965,anti_uav,5,0.448853,0.354753,50,3
5966,anti_uav,6,0.406883,0.637947,55,3
5967,anti_uav,8,0.711601,0.370749,68,3
5968,anti_uav,5,0.878525,0.661517,52,5
5969,conflict_event,5,0.422304,0.223527,51,3
5970,humanitarian_c2,3,0.408061,0.302143,40,3
5971,humanitarian_c2,8,0.730542,0.281189,75,4
5972,humanitarian_c2,6,0.508254,0.278210,64,3
5973,humanitarian_c2,6,0.527176,0.518167,55,3
5974,humanitarian_c2,5,0.673727,0.302982,56,3
5975,anti_uav,9,0.629976,0.269500,79,5
5976,anti_uav,8,0.897774,0.201267,72,3
5977,anti_uav,8,0.877557,0.300240,69,4
5978,humanitarian_c2,7,0.775416,0.264428,65,4
5979,conflict_event,9,0.417462,0.373087,83,3
5980,anti_uav,6,0.702012,0.468788,65,4
5981,humanitarian_c2,4,0.283639,0.517157,48,3
5982,anti_uav,8,0.474898,0.568392,67,5
5983,conflict_event,8,0.795639,0.395182,75,4
5984,conflict_event,6,0.509988,0.393327,59,3
5985,conflict_event,8,0.767534,0.690683,74,3
5986,conflict_event,7,0.524614,0.675248,61,5
5987,conflict_event,4,0.460557,0.248362,50,3
5988,humanitarian_c2,8,0.762008,0.660690,74,5
5989,humanitarian_c2,6,0.573367,0.562657,61,4
5990,anti_uav,5,0.815778,0.258380,57,4
5991,anti_uav,5,0.446296,0.553104,55,5
5992,conflict_event,6,0.733140,0.200982,65,4
5993,conflict_event,6,0.525093,0.577144,63,5
5994,anti_uav,9,0.520157,0.282946,83,5
5995,anti_uav,4,0.411218,0.628438,42,4
5996,conflict_event,6,0.642393,0.331644,60,5
5997,conflict_event,5,0.900984,0.622649,59,3
5998,conflict_event,5,0.437659,0.398977,55,4
5999,conflict_event,8,0.414231,0.536853,72,4
6000,conflict_event,9,0.677669,0.270575,72,5
6001,conflict_event,7,0.606238,0.330292,63,5
6002,humanitarian_c2,3,0.443223,0.800797,40,4
6003,anti_uav,7,0.872620,0.679022,63,4
6004,anti_uav,8,0.852221,0.532075,75,3
6005,conflict_event,9,0.635610,0.653667,75,3
6006,humanitarian_c2,4,0.306098,0.445707,52,4
6007,conflict_event,4,0.559727,0.717561,49,5
6008,anti_uav,5,0.377615,0.572432,59,3
6009,anti_uav,5,0.655790,0.404793,50,5
6010,anti_uav,9,0.669468,0.263358,82,3
6011,anti_uav,7,0.574791,0.265136,66,4
6012,conflict_event,8,0.699202,0.628473,67,4
6013,conflict_event,6,0.475742,0.458838,57,5
6014,conflict_event,6,0.888199,0.325678,64,5
6015,humanitarian_c2,3,0.506746,0.819545,47,3
6016,humanitarian_c2,4,0.685447,0.245200,51,5
6017,conflict_event,8,0.657153,0.285602,73,3
6018,anti_uav,9,0.607756,0.300020,78,5
6019,conflict_event,5,0.842887,0.434507,53,3
6020,humanitarian_c2,6,0.356410,0.819350,59,5
6021,humanitarian_c2,8,0.604462,0.387842,71,4
6022,humanitarian_c2,6,0.695080,0.294125,55,3
6023,humanitarian_c2,6,0.759489,0.659185,60,4
6024,humanitarian_c2,5,0.565145,0.207475,51,5
6025,conflict_event,5,0.648725,0.448166,50,4
6026,conflict_event,9,0.905511,0.206240,83,4
6027,humanitarian_c2,4,0.301818,0.523448,52,4
6028,anti_uav,5,0.512054,0.745448,55,4
6029,conflict_event,8,0.498797,0.723450,70,5
6030,conflict_event,9,0.815628,0.762157,77,3
